district,rating_score,accuracry_review,cleanliness_review,checkin_review,communication_review,location_review,value_score,host_response_rate_float,district,room_type,accommodates,bathrooms_text,bedrooms,beds,amenities,price,minimum_nights,maximum_nights,bathrooms,bath_text,other_bath,Entirehome/apt
District 16,4.7,4.85,4.63,4.94,4.96,4.79,4.83,1.0,District 16,Entire home/apt,6,2 baths,2.0,3.0,"[""Microwave"", ""Keypad"", ""Wifi"", ""Essentials"", ""Extra pillows and blankets"", ""Refrigerator"", ""Hangers"", ""Private entrance"", ""Heating"", ""Stove"", ""Cooking basics"", ""Carbon monoxide alarm"", ""TV with standard cable"", ""Cable TV"", ""Hair dryer"", ""Bed linens"", ""Iron"", ""Dryer"", ""Luggage dropoff allowed"", ""Kitchen"", ""Free parking on premises"", ""Hot water"", ""Shampoo"", ""Washer"", ""Dishes and silverware"", ""Dedicated workspace"", ""Oven"", ""Coffee maker"", ""Air conditioning"", ""Smoke alarm"", ""Long term stays allowed"", ""Shower gel""]",$96.00,2,365,2,baths,0,0
District 7,4.91,4.91,4.79,4.99,4.99,4.83,4.91,1.0,District 7,Private room,2,1 private bath,1.0,1.0,"[""Microwave"", ""Wifi"", ""Freezer"", ""Body soap"", ""Lock on bedroom door"", ""Host greets you"", ""Essentials"", ""Extra pillows and blankets"", ""Refrigerator"", ""Hangers"", ""Baking sheet"", ""Patio or balcony"", ""Heating"", ""Stove"", ""Clothing storage"", ""Cooking basics"", ""TV with standard cable"", ""Cable TV"", ""Bathtub"", ""Hair dryer"", ""Bed linens"", ""Iron"", ""Dryer"", ""Luggage dropoff allowed"", ""Bidet"", ""Portable fans"", ""First aid kit"", ""Kitchen"", ""Barbecue utensils"", ""Free parking on premises"", ""Ethernet connection"", ""Shampoo"", ""Hot water"", ""Dining table"", ""Outdoor furniture"", ""Washer"", ""Dishes and silverware"", ""Toaster"", ""Conditioner"", ""Oven"", ""Coffee maker"", ""Air conditioning"", ""Dishwasher"", ""Piano"", ""Hot water kettle"", ""Wine glasses"", ""Fire pit"", ""Smoke alarm"", ""Backyard"", ""Long term stays allowed""]",$69.00,1,1125,1,private,bath,1
District 19,4.84,4.93,4.95,4.92,4.86,4.69,4.86,0.88,District 19,Entire home/apt,5,1.5 baths,2.0,2.0,"[""Microwave"", ""Wifi"", ""Essentials"", ""Refrigerator"", ""Hangers"", ""Lockbox"", ""Private entrance"", ""Heating"", ""Stove"", ""Cooking basics"", ""TV with standard cable"", ""Cable TV"", ""Bathtub"", ""Hair dryer"", ""Bed linens"", ""Iron"", ""Dryer"", ""Luggage dropoff allowed"", ""Pack \u2019n play/Travel crib"", ""Kitchen"", ""Free parking on premises"", ""Hot water"", ""Shampoo"", ""Washer"", ""Dishes and silverware"", ""Dedicated workspace"", ""Oven"", ""Coffee maker"", ""Air conditioning"", ""Dishwasher"", ""Smoke alarm"", ""Security cameras on property"", ""Long term stays allowed""]",$113.00,1,29,1,baths,0,0
District 6,4.98,4.97,4.98,4.99,4.96,4.69,4.91,1.0,District 6,Entire home/apt,4,1 bath,1.0,1.0,"[""Free street parking"", ""Room-darkening shades"", ""TV"", ""Wifi"", ""Coffee maker"", ""Carbon monoxide alarm"", ""Air conditioning"", ""Bedroom comforts"", ""Free parking on premises"", ""Self check-in"", ""Bathroom essentials"", ""Smoke alarm"", ""Bathtub"", ""Kitchenette"", ""Heating"", ""Fire extinguisher"", ""Hair dryer"", ""Iron""]",$140.00,30,31,1,bath,0,0
District 6,4.86,4.78,4.73,4.98,4.96,4.72,4.78,1.0,District 6,Entire home/apt,12,3 baths,4.0,5.0,"[""Microwave"", ""Keypad"", ""Wifi"", ""Freezer"", ""Outdoor dining area"", ""Essentials"", ""Extra pillows and blankets"", ""Indoor fireplace"", ""Hangers"", ""Refrigerator"", ""Baking sheet"", ""Patio or balcony"", ""Heating"", ""Stove"", ""Free street parking"", ""Cooking basics"", ""65\"" HDTV with Amazon Prime Video, Netflix"", ""Mini fridge"", ""EV charger"", ""docking station for iPhones sound system"", ""Hair dryer"", ""Bed linens"", ""Iron"", ""Dryer"", ""BBQ grill"", ""Pack \u2019n play/Travel crib"", ""Kitchen"", ""Barbecue utensils"", ""Free parking on premises"", ""Hot water"", ""Shampoo"", ""Ceiling fan"", ""Dining table"", ""Outdoor furniture"", ""Washer"", ""Dishes and silverware"", ""Dedicated workspace"", ""Toaster"", ""Oven"", ""Coffee maker"", ""Air conditioning"", ""Dishwasher"", ""Hot water kettle"", ""Wine glasses"", ""Fire pit"", ""Smoke alarm"", ""Backyard"", ""Long term stays allowed""]",$357.00,3,90,3,baths,0,0
District 5,4.92,4.94,4.82,4.97,4.98,4.89,4.9,1.0,District 5,Private room,2,1 private bath,1.0,1.0,"[""Microwave"", ""Wifi"", ""Essentials"", ""Refrigerator"", ""Hangers"", ""Lockbox"", ""Private entrance"", ""Heating"", ""Stove"", ""Fire extinguisher"", ""Free street parking"", ""TV"", ""Cooking basics"", ""Carbon monoxide alarm"", ""Hair dryer"", ""Iron"", ""Dryer"", ""Shared patio or balcony"", ""BBQ grill"", ""Private fenced garden or backyard"", ""First aid kit"", ""Kitchen"", ""Shared hot tub"", ""Hot water"", ""Shampoo"", ""Washer"", ""Dishes and silverware"", ""Oven"", ""Coffee maker"", ""Air conditioning"", ""Dishwasher"", ""Smoke alarm""]",$78.00,2,14,1,private,bath,1
District 24,5.0,4.83,4.83,5.0,4.83,5.0,4.83,1.0,District 24,Entire home/apt,6,3 baths,3.0,3.0,"[""Keypad"", ""Wifi"", ""Essentials"", ""Indoor fireplace"", ""Hangers"", ""Heating"", ""Free street parking"", ""TV with standard cable"", ""Cable TV"", ""Crib"", ""Hair dryer"", ""Iron"", ""Dryer"", ""Luggage dropoff allowed"", ""Children\u2019s books and toys"", ""Pack \u2019n play/Travel crib"", ""Kitchen"", ""Free parking on premises"", ""Hot water"", ""Shampoo"", ""Washer"", ""Dedicated workspace"", ""Air conditioning"", ""High chair"", ""Long term stays allowed""]",$550.00,3,1125,3,baths,0,0
District 6,4.93,4.94,4.96,4.98,4.96,4.93,4.86,1.0,District 6,Entire home/apt,10,3 baths,3.0,5.0,"[""Microwave"", ""Wifi"", ""Essentials"", ""Extra pillows and blankets"", ""Refrigerator"", ""Hangers"", ""Patio or balcony"", ""Private entrance"", ""Single level home"", ""Heating"", ""Stove"", ""Fire extinguisher"", ""Free street parking"", ""Cooking basics"", ""Carbon monoxide alarm"", ""TV with standard cable"", ""Cable TV"", ""Bathtub"", ""Hair dryer"", ""Bed linens"", ""Iron"", ""Dryer"", ""BBQ grill"", ""First aid kit"", ""Kitchen"", ""Free parking on premises"", ""Hot water"", ""Shampoo"", ""Washer"", ""Dishes and silverware"", ""Dedicated workspace"", ""Oven"", ""Coffee maker"", ""Air conditioning"", ""Dishwasher"", ""Smart lock"", ""Smoke alarm"", ""Backyard"", ""Security cameras on property"", ""Long term stays allowed""]",$211.00,2,365,3,baths,0,0
District 18,4.99,5.0,5.0,4.98,5.0,4.96,4.76,1.0,District 18,Entire home/apt,8,3 baths,4.0,4.0,"[""Wifi"", ""Indoor fireplace"", ""Bathroom essentials"", ""Heating"", ""Full kitchen"", ""Fire extinguisher"", ""Free street parking"", ""TV"", ""Carbon monoxide alarm"", ""Self check-in"", ""Gym"", ""Hair dryer"", ""Iron"", ""Dryer"", ""Free parking on premises"", ""Washer"", ""Coffee maker"", ""Air conditioning"", ""Dishwasher"", ""Bedroom comforts"", ""Smoke alarm"", ""Backyard""]",$706.00,30,1125,3,baths,0,0
District 6,4.97,4.97,4.98,4.99,5.0,4.88,4.95,1.0,District 6,Private room,2,1 private bath,1.0,1.0,"[""Microwave"", ""Wifi"", ""Essentials"", ""Extra pillows and blankets"", ""Refrigerator"", ""Hangers"", ""Patio or balcony"", ""Private entrance"", ""Single level home"", ""Heating"", ""Fire extinguisher"", ""TV"", ""Carbon monoxide alarm"", ""Bathtub"", ""Hair dryer"", ""Bed linens"", ""Iron"", ""Luggage dropoff allowed"", ""First aid kit"", ""Free parking on premises"", ""Hot water"", ""Shampoo"", ""Dishes and silverware"", ""Dedicated workspace"", ""Coffee maker"", ""Air conditioning"", ""Smoke alarm"", ""Long term stays allowed""]",$45.00,2,356,1,private,bath,1
District 19,4.96,4.99,4.92,4.99,4.98,4.89,4.89,1.0,District 19,Entire home/apt,4,1 bath,2.0,2.0,"[""Microwave"", ""Stainless steel oven"", ""Keypad"", ""Wifi"", ""Freezer"", ""Body soap"", ""Essentials"", ""Trash compactor"", ""Extra pillows and blankets"", ""Refrigerator"", ""Hangers"", ""Baking sheet"", ""Heating"", ""Stove"", ""Fire extinguisher"", ""Clothing storage: dresser and closet"", ""Free street parking"", ""Cooking basics"", ""Carbon monoxide alarm"", ""TV with standard cable"", ""Cable TV"", ""Bathtub"", ""Hair dryer"", ""Iron"", ""Bed linens"", ""Dryer"", ""Keurig coffee machine"", ""Luggage dropoff allowed"", ""Cleaning products"", ""Kitchen"", ""Free parking on premises"", ""Shampoo"", ""Hot water"", ""Ceiling fan"", ""Dining table"", ""Washer"", ""Dishes and silverware"", ""Dedicated workspace"", ""Toaster"", ""Conditioner"", ""Coffee maker"", ""Air conditioning"", ""Dishwasher"", ""Hot water kettle"", ""Wine glasses"", ""Smoke alarm"", ""Long term stays allowed"", ""Shower gel""]",$90.00,30,180,1,bath,0,0
District 12,4.67,4.33,3.67,5.0,5.0,5.0,4.0,1.0,District 12,Private room,1,1 bath,1.0,1.0,"[""three in one shampoo conditioner and body gel body soap"", ""Microwave"", ""Wifi"", ""Freezer"", ""Essentials"", ""Refrigerator"", ""Hangers"", ""Heating"", ""Stove"", ""Free street parking"", ""TV"", ""Cooking basics"", ""Carbon monoxide alarm"", ""Bathtub"", ""Bed linens"", ""Iron"", ""Dryer"", ""Luggage dropoff allowed"", ""Bidet"", ""Cleaning products"", ""Kitchen"", ""Free parking on premises"", ""Hot water"", ""Dining table"", ""Washer"", ""Dishes and silverware"", ""Dedicated workspace"", ""Conditioner"", ""Oven"", ""Coffee maker"", ""Air conditioning"", ""Hot water kettle"", ""Smart lock"", ""Smoke alarm"", ""Security cameras on property"", ""Long term stays allowed""]",$35.00,31,365,1,bath,0,1
District 18,4.74,4.62,4.74,4.89,4.88,4.85,4.64,0.94,District 18,Entire home/apt,12,3 baths,5.0,7.0,"[""Microwave"", ""Wifi"", ""Freezer"", ""Body soap"", ""Essentials"", ""Extra pillows and blankets"", ""Refrigerator"", ""Hangers"", ""Baking sheet"", ""Patio or balcony"", ""Private entrance"", ""Lockbox"", ""Heating"", ""Stove"", ""Fire extinguisher"", ""Clothing storage"", ""Free street parking"", ""Cooking basics"", ""Carbon monoxide alarm"", ""TV with standard cable"", ""Cable TV"", ""Bathtub"", ""Hair dryer"", ""Bed linens"", ""Iron"", ""Dryer"", ""Hot tub"", ""Luggage dropoff allowed"", ""BBQ grill"", ""Pack \u2019n play/Travel crib"", ""Cleaning products"", ""First aid kit"", ""Kitchen"", ""Barbecue utensils"", ""Free parking on premises"", ""Ethernet connection"", ""Hot water"", ""Shampoo"", ""Ceiling fan"", ""Dining table"", ""Outdoor furniture"", ""Washer"", ""Dishes and silverware"", ""Dedicated workspace"", ""Toaster"", ""Oven"", ""Drying rack for clothing"", ""Coffee maker"", ""Air conditioning"", ""Dishwasher"", ""Wine glasses"", ""Smoke alarm"", ""Backyard"", ""Long term stays allowed""]",$649.00,2,1125,3,baths,0,0
District 6,4.94,4.97,4.96,4.97,4.99,4.91,4.91,1.0,District 6,Entire home/apt,4,1 bath,1.0,1.0,"[""Microwave"", ""Keypad"", ""Wifi"", ""Essentials"", ""Extra pillows and blankets"", ""Refrigerator"", ""Hangers"", ""Private entrance"", ""Single level home"", ""Heating"", ""Stove"", ""Fire extinguisher"", ""Free street parking"", ""TV"", ""Cooking basics"", ""Carbon monoxide alarm"", ""Bathtub"", ""Hair dryer"", ""Bed linens"", ""Iron"", ""Dryer"", ""Room-darkening shades"", ""Children\u2019s books and toys"", ""First aid kit"", ""Kitchen"", ""Free parking on premises"", ""Hot water"", ""Shampoo"", ""Washer"", ""Dishes and silverware"", ""Dedicated workspace"", ""Oven"", ""Coffee maker"", ""Air conditioning"", ""Smoke alarm"", ""Backyard"", ""Long term stays allowed""]",$182.00,2,365,1,bath,0,0
District 15,4.71,4.76,4.71,5.0,4.86,4.9,4.71,1.0,District 15,Entire home/apt,6,2 baths,3.0,3.0,"[""Wifi"", ""Essentials"", ""Indoor fireplace"", ""Hangers"", ""Heating"", ""Fire extinguisher"", ""Free street parking"", ""Carbon monoxide alarm"", ""Building staff"", ""TV with standard cable"", ""Cable TV"", ""Hair dryer"", ""Iron"", ""Dryer"", ""Luggage dropoff allowed"", ""Kitchen"", ""Free parking on premises"", ""Hot water"", ""Shampoo"", ""Washer"", ""Dedicated workspace"", ""Air conditioning"", ""Smoke alarm"", ""Long term stays allowed""]",$275.00,30,365,2,baths,0,0
District 21,4.96,4.97,4.99,4.98,4.97,4.95,4.92,1.0,District 21,Entire home/apt,4,1 bath,1.0,2.0,"[""Microwave"", ""Keypad"", ""Wifi"", ""Essentials"", ""Refrigerator"", ""Hangers"", ""Private entrance"", ""Heating"", ""Stove"", ""Fire extinguisher"", ""TV"", ""Cooking basics"", ""Breakfast"", ""Carbon monoxide alarm"", ""Crib"", ""Bed linens"", ""Hair dryer"", ""Dryer"", ""Iron"", ""Children\u2019s books and toys"", ""Pack \u2019n play/Travel crib"", ""First aid kit"", ""Kitchen"", ""Free parking on premises"", ""Hot water"", ""Shampoo"", ""Shared garden or backyard"", ""Outdoor furniture"", ""Washer"", ""Dishes and silverware"", ""Dedicated workspace"", ""Oven"", ""Coffee maker"", ""Air conditioning"", ""Dishwasher"", ""Smoke alarm"", ""Long term stays allowed""]",$98.00,1,1125,1,bath,0,0
District 6,4.95,4.95,4.95,4.97,5.0,4.88,4.89,1.0,District 6,Entire home/apt,4,1 bath,1.0,1.0,"[""Microwave"", ""Keypad"", ""Wifi"", ""Essentials"", ""Extra pillows and blankets"", ""Refrigerator"", ""Hangers"", ""Private entrance"", ""Heating"", ""Stove"", ""Fire extinguisher"", ""Free street parking"", ""TV"", ""Cooking basics"", ""Carbon monoxide alarm"", ""Bathtub"", ""Hair dryer"", ""Bed linens"", ""Iron"", ""Dryer"", ""Room-darkening shades"", ""Children\u2019s books and toys"", ""First aid kit"", ""Kitchen"", ""Free parking on premises"", ""Hot water"", ""Shampoo"", ""Washer"", ""Dishes and silverware"", ""Dedicated workspace"", ""Oven"", ""Coffee maker"", ""Air conditioning"", ""Dishwasher"", ""Smoke alarm"", ""Backyard"", ""Long term stays allowed""]",$149.00,2,365,1,bath,0,0
District 18,4.78,4.79,4.79,4.91,4.83,4.93,4.82,0.94,District 18,Entire home/apt,6,2 baths,2.0,3.0,"[""Microwave"", ""Wifi"", ""Essentials"", ""Extra pillows and blankets"", ""Indoor fireplace"", ""Hangers"", ""Refrigerator"", ""Baking sheet"", ""Private entrance"", ""Patio or balcony"", ""Lockbox"", ""Heating"", ""Stove"", ""Fire extinguisher"", ""Free street parking"", ""Cooking basics"", ""Carbon monoxide alarm"", ""TV with standard cable"", ""Cable TV"", ""Hair dryer"", ""Bed linens"", ""Iron"", ""Dryer"", ""Hot tub"", ""Luggage dropoff allowed"", ""Pack \u2019n play/Travel crib"", ""First aid kit"", ""Kitchen"", ""Free parking on premises"", ""Hot water"", ""Shampoo"", ""Washer"", ""Dishes and silverware"", ""Dedicated workspace"", ""Oven"", ""Coffee maker"", ""Air conditioning"", ""Dishwasher"", ""Smoke alarm"", ""Backyard"", ""Long term stays allowed""]",$151.00,2,1125,2,baths,0,0
District 7,4.74,4.82,4.84,4.9,4.91,4.68,4.77,1.0,District 7,Entire home/apt,4,1 bath,2.0,2.0,"[""Microwave"", ""Wifi"", ""Essentials"", ""Refrigerator"", ""Patio or balcony"", ""Private entrance"", ""Heating"", ""Stove"", ""Fire extinguisher"", ""TV"", ""Cooking basics"", ""Hair dryer"", ""Dryer"", ""Kitchen"", ""Free parking on premises"", ""Hot water"", ""Shampoo"", ""Washer"", ""Dishes and silverware"", ""Dedicated workspace"", ""Oven"", ""Coffee maker"", ""Air conditioning"", ""Smoke alarm"", ""Backyard"", ""Long term stays allowed""]",$110.00,30,180,1,bath,0,0
District 19,4.88,4.84,4.87,4.95,4.9,4.9,4.72,0.89,District 19,Entire home/apt,12,2 baths,4.0,11.0,"[""Microwave"", ""Keypad"", ""Wifi"", ""Essentials"", ""Refrigerator"", ""Hangers"", ""Heating"", ""Stove"", ""Fire extinguisher"", ""Free street parking"", ""Cooking basics"", ""Carbon monoxide alarm"", ""TV with standard cable"", ""Cable TV"", ""Hair dryer"", ""Iron"", ""Private patio or balcony"", ""Dryer"", ""Luggage dropoff allowed"", ""Pack \u2019n play/Travel crib"", ""First aid kit"", ""Kitchen"", ""Free parking on premises"", ""Hot water"", ""Shampoo"", ""Washer"", ""Dishes and silverware"", ""Dedicated workspace"", ""Oven"", ""Coffee maker"", ""Air conditioning"", ""Dishwasher"", ""Smoke alarm"", ""Long term stays allowed""]",$528.00,2,1125,2,baths,0,0
District 6,4.96,4.94,4.92,4.98,4.98,4.79,4.9,1.0,District 6,Entire home/apt,4,1 bath,2.0,2.0,"[""Microwave"", ""Keypad"", ""Wifi"", ""Essentials"", ""Refrigerator"", ""Hangers"", ""Patio or balcony"", ""Single level home"", ""Heating"", ""Stove"", ""Fire extinguisher"", ""Free street parking"", ""TV"", ""Cooking basics"", ""Carbon monoxide alarm"", ""Hair dryer"", ""Iron"", ""Dryer"", ""Luggage dropoff allowed"", ""Children\u2019s books and toys"", ""Pack \u2019n play/Travel crib"", ""Kitchen"", ""Free parking on premises"", ""Hot water"", ""Shampoo"", ""Washer"", ""Dishes and silverware"", ""Dedicated workspace"", ""Oven"", ""Coffee maker"", ""Air conditioning"", ""Dishwasher"", ""Smoke alarm"", ""Backyard"", ""High chair"", ""Long term stays allowed""]",$75.00,30,375,1,bath,0,0
District 17,4.8,4.95,4.67,4.97,4.96,4.96,4.85,1.0,District 17,Entire home/apt,9,1.5 baths,3.0,4.0,"[""Microwave"", ""55\"" HDTV with standard cable, premium cable"", ""Free driveway parking on premises \u2013 2 spaces"", ""Wifi"", ""Freezer"", ""Outdoor dining area"", ""Body soap"", ""Essentials"", ""Amana oven"", ""Extra pillows and blankets"", ""Hangers"", ""Baking sheet"", ""Lockbox"", ""Private entrance"", ""Amana electric stove"", ""Single level home"", ""Fire extinguisher"", ""Clothing storage: dresser and closet"", ""Free street parking"", ""Cooking basics"", ""Carbon monoxide alarm"", ""Cable TV"", ""Bathtub"", ""Hair dryer"", ""Iron"", ""Bed linens"", ""Dryer"", ""Private patio or balcony"", ""Dedicated workspace: desk and office chair"", ""Keurig coffee machine"", ""Luggage dropoff allowed"", ""BBQ grill"", ""Portable fans"", ""First aid kit"", ""Cleaning products"", ""Kitchen"", ""Whirlpool  refrigerator"", ""Barbecue utensils"", ""Private fenced garden or backyard"", ""Ethernet connection"", ""Central heating"", ""Shampoo"", ""Hot water"", ""Dining table"", ""Outdoor furniture"", ""Laundromat nearby"", ""Dishes and silverware"", ""Central air conditioning"", ""Conditioner"", ""Toaster"", ""Coffee maker"", ""Free washer \u2013 In unit"", ""Dishwasher"", ""Hot water kettle"", ""Wine glasses"", ""Fire pit"", ""Smoke alarm"", ""Board games"", ""Long term stays allowed"", ""Shower gel""]",$248.00,1,365,1,baths,0,0
District 17,4.93,4.92,4.8,4.99,4.97,4.95,4.91,1.0,District 17,Entire home/apt,12,3 baths,4.0,5.0,"[""Microwave"", ""Keypad"", ""Wifi"", ""Essentials"", ""Extra pillows and blankets"", ""Refrigerator"", ""Hangers"", ""Patio or balcony"", ""Private entrance"", ""Heating"", ""Stove"", ""Fire extinguisher"", ""Free street parking"", ""Cooking basics"", ""Carbon monoxide alarm"", ""TV with standard cable"", ""Cable TV"", ""Hair dryer"", ""Bed linens"", ""Iron"", ""Dryer"", ""Luggage dropoff allowed"", ""BBQ grill"", ""Kitchen"", ""Free parking on premises"", ""Hot water"", ""Washer"", ""Dishes and silverware"", ""Dedicated workspace"", ""Oven"", ""Coffee maker"", ""Air conditioning"", ""Dishwasher"", ""Smoke alarm"", ""Backyard"", ""Long term stays allowed""]",$408.00,3,365,3,baths,0,0
District 15,4.8,4.83,4.8,4.95,4.95,4.82,4.83,1.0,District 15,Entire home/apt,3,1 bath,1.0,1.0,"[""Microwave"", ""Wifi"", ""Essentials"", ""Extra pillows and blankets"", ""Refrigerator"", ""Hangers"", ""Patio or balcony"", ""Lockbox"", ""Private entrance"", ""Single level home"", ""Heating"", ""Stove"", ""Fire extinguisher"", ""Clothing storage"", ""Free street parking"", ""TV"", ""Cooking basics"", ""Mini fridge"", ""Crib"", ""Bed linens"", ""Hair dryer"", ""Iron"", ""Luggage dropoff allowed"", ""BBQ grill"", ""Pack \u2019n play/Travel crib"", ""First aid kit"", ""Kitchen"", ""Free parking on premises"", ""Hot water"", ""Shampoo"", ""Outdoor furniture"", ""Laundromat nearby"", ""Dishes and silverware"", ""Dedicated workspace"", ""Coffee maker"", ""Air conditioning"", ""Smoke alarm"", ""Backyard"", ""Long term stays allowed""]",$75.00,2,70,1,bath,0,0
District 25,5.0,5.0,5.0,5.0,5.0,5.0,4.88,1.0,District 25,Entire home/apt,4,1 bath,1.0,2.0,"[""Microwave"", ""Wifi"", ""Essentials"", ""Extra pillows and blankets"", ""Refrigerator"", ""Hangers"", ""Private entrance"", ""Single level home"", ""Heating"", ""Stove"", ""Fire extinguisher"", ""Cooking basics"", ""Carbon monoxide alarm"", ""TV with standard cable"", ""Cable TV"", ""Hair dryer"", ""Bed linens"", ""Iron"", ""Dryer"", ""Private patio or balcony"", ""Room-darkening shades"", ""BBQ grill"", ""Pack \u2019n play/Travel crib"", ""Kitchen"", ""Free parking on premises"", ""Ethernet connection"", ""Hot water"", ""Shampoo"", ""Washer"", ""Dishes and silverware"", ""Dedicated workspace"", ""Oven"", ""Coffee maker"", ""Air conditioning"", ""Dishwasher"", ""Smoke alarm"", ""Private garden or backyard"", ""Long term stays allowed""]",$300.00,2,180,1,bath,0,0
