district,rating_score,accuracry_review,cleanliness_review,checkin_review,communication_review,location_review,value_score,host_response_rate_float,room_type,accommodates,bathrooms_text,bedrooms,beds,amenities,price,minimum_nights,maximum_nights,district,bathrooms,bath_text,other_bath,Entirehome/apt
District 37208,4.94,4.88,4.91,4.98,4.98,4.47,4.69,1.0,Entire home/apt,10,3 baths,3.0,5.0,"[""Microwave"", ""Outlet covers"", ""Keypad"", ""Wifi"", ""Freezer"", ""Body soap"", ""Baby bath"", ""Essentials"", ""Backyard"", ""Baby monitor"", ""Extra pillows and blankets"", ""Indoor fireplace"", ""Hangers"", ""Refrigerator"", ""Baking sheet"", ""Private entrance"", ""Heating"", ""Stove"", ""Fire extinguisher"", ""Free street parking"", ""Baby safety gates"", ""Cooking basics"", ""Carbon monoxide alarm"", ""TV with standard cable"", ""Clothing storage: walk-in closet, dresser, and closet"", ""Cable TV"", ""Bathtub"", ""Hair dryer"", ""Iron"", ""Bed linens"", ""Dryer"", ""Babysitter recommendations"", ""Crib"", ""Room-darkening shades"", ""Fireplace guards"", ""Keurig coffee machine"", ""Private patio or balcony"", ""BBQ grill"", ""Luggage dropoff allowed"", ""Cleaning products"", ""Kitchen"", ""Free parking on premises"", ""Shampoo"", ""Hot water"", ""Ceiling fan"", ""Dining table"", ""Outdoor furniture"", ""Washer"", ""Dishes and silverware"", ""Dedicated workspace"", ""Toaster"", ""Conditioner"", ""Oven"", ""Coffee maker"", ""Air conditioning"", ""Dishwasher"", ""Hot water kettle"", ""Wine glasses"", ""Fire pit"", ""Smoke alarm"", ""Board games"", ""Security cameras on property"", ""Long term stays allowed"", ""Shower gel""]",$261.00,2,1125,District 37208,3,baths,0,0
District 37208,4.91,4.95,4.97,4.97,4.96,4.57,4.88,1.0,Entire home/apt,4,1 bath,1.0,3.0,"[""Microwave"", ""Wifi"", ""Essentials"", ""Extra pillows and blankets"", ""Refrigerator"", ""Hangers"", ""Private entrance"", ""Single level home"", ""Heating"", ""Fire extinguisher"", ""Free street parking"", ""TV"", ""Carbon monoxide alarm"", ""Bathtub"", ""Hair dryer"", ""Bed linens"", ""Iron"", ""Luggage dropoff allowed"", ""First aid kit"", ""Free parking on premises"", ""Hot water"", ""Shampoo"", ""Dishes and silverware"", ""Dedicated workspace"", ""Coffee maker"", ""Air conditioning"", ""Smart lock"", ""Smoke alarm"", ""Backyard"", ""Security cameras on property"", ""Long term stays allowed""]",$108.00,1,30,District 37208,1,bath,0,0
District 37208,4.67,4.78,4.68,4.97,4.9,4.21,4.68,1.0,Entire home/apt,8,2 baths,2.0,3.0,"[""Microwave"", ""Keypad"", ""Wifi"", ""Essentials"", ""Extra pillows and blankets"", ""Indoor fireplace"", ""Hangers"", ""Refrigerator"", ""Patio or balcony"", ""Heating"", ""Stove"", ""Fire extinguisher"", ""Free street parking"", ""Cooking basics"", ""TV with standard cable"", ""Cable TV"", ""Bathtub"", ""Hair dryer"", ""Bed linens"", ""Dryer"", ""BBQ grill"", ""Kitchen"", ""Free parking on premises"", ""Hot water"", ""Shampoo"", ""Washer"", ""Dishes and silverware"", ""Dedicated workspace"", ""Oven"", ""Coffee maker"", ""Air conditioning"", ""Dishwasher"", ""Smoke alarm"", ""Backyard"", ""Security cameras on property"", ""Long term stays allowed""]",$144.00,2,29,District 37208,2,baths,0,0
District 37208,5.0,4.82,4.91,5.0,4.91,4.36,4.73,1.0,Entire home/apt,12,3.5 baths,4.0,4.0,"[""Microwave"", ""Keypad"", ""Wifi"", ""Essentials"", ""Indoor fireplace"", ""Refrigerator"", ""Hangers"", ""Patio or balcony"", ""Private entrance"", ""Heating"", ""Stove"", ""Free street parking"", ""TV"", ""Cooking basics"", ""Breakfast"", ""Carbon monoxide alarm"", ""Hair dryer"", ""Iron"", ""Dryer"", ""Kitchen"", ""Free parking on premises"", ""Hot water"", ""Shampoo"", ""Washer"", ""Dishes and silverware"", ""Dedicated workspace"", ""Oven"", ""Coffee maker"", ""Air conditioning"", ""Dishwasher"", ""Smoke alarm"", ""Security cameras on property"", ""Long term stays allowed""]",$493.00,3,1125,District 37208,3,baths,0,0
District 37208,4.89,4.84,4.65,4.97,4.97,4.46,4.89,0.9,Entire home/apt,6,2 baths,2.0,3.0,"[""Microwave"", ""Wifi"", ""Essentials"", ""Extra pillows and blankets"", ""Indoor fireplace"", ""Hangers"", ""Refrigerator"", ""Lockbox"", ""Heating"", ""Stove"", ""Fire extinguisher"", ""Free street parking"", ""TV"", ""Cooking basics"", ""Carbon monoxide alarm"", ""Hair dryer"", ""Bed linens"", ""Iron"", ""Dryer"", ""First aid kit"", ""Kitchen"", ""Free parking on premises"", ""Hot water"", ""Shampoo"", ""Washer"", ""Dishes and silverware"", ""Dedicated workspace"", ""Oven"", ""Coffee maker"", ""Air conditioning"", ""Dishwasher"", ""Smoke alarm"", ""Backyard""]",$180.00,3,5,District 37208,2,baths,0,0
District 37208,5.0,5.0,5.0,5.0,5.0,5.0,5.0,1.0,Private room,2,1.5 shared baths,1.0,1.0,"[""Wifi"", ""Lock on bedroom door"", ""Essentials"", ""Indoor fireplace"", ""Hangers"", ""Private entrance"", ""Heating"", ""Fire extinguisher"", ""Free street parking"", ""Carbon monoxide alarm"", ""TV with standard cable"", ""Cable TV"", ""EV charger"", ""Hair dryer"", ""Iron"", ""Private patio or balcony"", ""Dryer"", ""First aid kit"", ""Kitchen"", ""Free parking on premises"", ""Hot water"", ""Shampoo"", ""Outdoor furniture"", ""Washer"", ""Dedicated workspace"", ""Paid parking on premises"", ""Air conditioning"", ""Smoke alarm"", ""Security cameras on property"", ""Long term stays allowed""]",$38.00,30,1125,District 37208,1,shared,baths,1
District 37208,4.96,4.98,4.96,4.98,4.98,4.24,4.84,1.0,Entire home/apt,6,2.5 baths,3.0,3.0,"[""Microwave"", ""Wifi"", ""Essentials"", ""Extra pillows and blankets"", ""Indoor fireplace"", ""Hangers"", ""Refrigerator"", ""Baking sheet"", ""Private entrance"", ""Patio or balcony"", ""Single level home"", ""Heating"", ""Stove"", ""Fire extinguisher"", ""Free street parking"", ""Cooking basics"", ""Carbon monoxide alarm"", ""TV with standard cable"", ""Cable TV"", ""Hair dryer"", ""Bed linens"", ""Iron"", ""Dryer"", ""BBQ grill"", ""First aid kit"", ""Kitchen"", ""Free parking on premises"", ""Hot water"", ""Shampoo"", ""Washer"", ""Dishes and silverware"", ""Dedicated workspace"", ""Oven"", ""Coffee maker"", ""Air conditioning"", ""Dishwasher"", ""Smoke alarm"", ""Backyard"", ""Long term stays allowed"", ""Shower gel""]",$195.00,2,1125,District 37208,2,baths,0,0
District 37208,4.93,4.93,5.0,4.86,5.0,4.57,5.0,1.0,Entire home/apt,10,2 baths,3.0,5.0,"[""Microwave"", ""Stainless steel oven"", ""Wifi"", ""Freezer"", ""Rudy's & Everyone brands body soap"", ""Essentials"", ""Samsung refrigerator"", ""Extra pillows and blankets"", ""Indoor fireplace"", ""Hangers"", ""Baking sheet"", ""Private entrance"", ""Single level home"", ""Stainless steel gas stove"", ""Free street parking"", ""Record player"", ""Cooking basics"", ""Carbon monoxide alarm"", ""Rudy's shampoo"", ""Clothing storage: closet"", ""Bathtub"", ""HDTV"", ""Free dryer \u2013 In unit"", ""Hair dryer"", ""Bed linens"", ""Iron"", ""Private patio or balcony"", ""Keurig coffee machine"", ""Private fenced garden or backyard"", ""Cleaning products"", ""Kitchen"", ""Barbecue utensils"", ""Free parking on premises"", ""Ethernet connection"", ""Central heating"", ""Hot water"", ""Ceiling fan"", ""Dining table"", ""Outdoor furniture"", ""Dishes and silverware"", ""Central air conditioning"", ""Toaster"", ""Rudy's conditioner"", ""Drying rack for clothing"", ""Coffee maker"", ""Dedicated workspace: desk"", ""Free washer \u2013 In unit"", ""Dishwasher"", ""Hot water kettle"", ""Smart lock"", ""Smoke alarm"", ""Board games"", ""Security cameras on property"", ""High chair"", ""Long term stays allowed""]",$283.00,2,1125,District 37208,2,baths,0,0
District 37208,5.0,4.92,5.0,5.0,5.0,4.33,5.0,1.0,Entire home/apt,12,4 baths,4.0,11.0,"[""Microwave"", ""Keypad"", ""Wifi"", ""Essentials"", ""Hangers"", ""Private entrance"", ""Heating"", ""Fire extinguisher"", ""Free street parking"", ""TV"", ""Cooking basics"", ""Carbon monoxide alarm"", ""Hair dryer"", ""Iron"", ""Dryer"", ""Kitchen"", ""Free parking on premises"", ""Shampoo"", ""Washer"", ""Dishes and silverware"", ""Dedicated workspace"", ""Coffee maker"", ""Air conditioning"", ""Smoke alarm"", ""Security cameras on property"", ""Long term stays allowed""]",$385.00,2,31,District 37208,4,baths,0,0
District 37208,5.0,5.0,5.0,5.0,5.0,4.42,4.92,1.0,Entire home/apt,12,4 baths,4.0,10.0,"[""Microwave"", ""Stainless steel oven"", ""Keypad"", ""Wifi"", ""Freezer"", ""Essentials"", ""Extra pillows and blankets"", ""samsung refrigerator"", ""Patio or balcony"", ""Private entrance"", ""Heating"", ""Free street parking"", ""TV"", ""Cooking basics"", ""Safe"", ""Carbon monoxide alarm"", ""Clothing storage: closet"", ""Bathtub"", ""Hair dryer"", ""Iron"", ""Bed linens"", ""Dryer"", ""Electric stove"", ""in shower body soap"", ""Cleaning products"", ""Kitchen"", ""Free parking on premises"", ""Ethernet connection"", ""Hot water"", ""Shampoo"", ""Ceiling fan"", ""Washer"", ""Dishes and silverware"", ""Dedicated workspace"", ""Toaster"", ""Coffee maker"", ""Air conditioning"", ""Dishwasher"", ""Wine glasses"", ""Smoke alarm"", ""Security cameras on property"", ""Long term stays allowed"", ""Shower gel""]",$385.00,2,31,District 37208,4,baths,0,0
District 37208,4.7,4.9,4.9,4.7,4.8,4.0,4.5,1.0,Entire home/apt,12,4 baths,4.0,11.0,"[""Microwave"", ""Keypad"", ""Wifi"", ""Essentials"", ""Refrigerator"", ""Hangers"", ""Patio or balcony"", ""Private entrance"", ""Heating"", ""Stove"", ""Free street parking"", ""TV"", ""Cooking basics"", ""Carbon monoxide alarm"", ""Hair dryer"", ""Iron"", ""Dryer"", ""Kitchen"", ""Free parking on premises"", ""Shampoo"", ""Washer"", ""Dishes and silverware"", ""Dedicated workspace"", ""Oven"", ""Coffee maker"", ""Air conditioning"", ""Dishwasher"", ""Smoke alarm"", ""Security cameras on property"", ""Long term stays allowed""]",$385.00,2,31,District 37208,4,baths,0,0
District 37208,4.8,4.8,4.93,4.93,4.93,3.8,4.67,1.0,Entire home/apt,12,4 baths,5.0,14.0,"[""Microwave"", ""Keypad"", ""Wifi"", ""Freezer"", ""Body soap"", ""Essentials"", ""Refrigerator"", ""Hangers"", ""Patio or balcony"", ""Private entrance"", ""Stove"", ""Free street parking"", ""Cooking basics"", ""Carbon monoxide alarm"", ""Bathtub"", ""HDTV"", ""Hair dryer"", ""Iron"", ""Bed linens"", ""Dryer"", ""Room-darkening shades"", ""Kitchen"", ""Free parking on premises"", ""Ethernet connection"", ""Central heating"", ""Hot water"", ""Clothing storage: closet and walk-in closet"", ""Shampoo"", ""Ceiling fan"", ""Washer"", ""Dishes and silverware"", ""Dedicated workspace"", ""Oven"", ""Coffee maker"", ""Air conditioning"", ""Dishwasher"", ""Smoke alarm"", ""Security cameras on property"", ""Long term stays allowed"", ""Shower gel""]",$385.00,2,31,District 37208,4,baths,0,0
District 37240,4.99,5.0,5.0,4.98,5.0,4.96,4.76,1.0,Entire home/apt,8,3 baths,4.0,4.0,"[""Wifi"", ""Indoor fireplace"", ""Bathroom essentials"", ""Heating"", ""Full kitchen"", ""Fire extinguisher"", ""Free street parking"", ""TV"", ""Carbon monoxide alarm"", ""Self check-in"", ""Gym"", ""Hair dryer"", ""Iron"", ""Dryer"", ""Free parking on premises"", ""Washer"", ""Coffee maker"", ""Air conditioning"", ""Dishwasher"", ""Bedroom comforts"", ""Smoke alarm"", ""Backyard""]",$706.00,30,1125,District 37240,3,baths,0,0
District 37240,4.78,4.79,4.79,4.91,4.83,4.93,4.82,0.94,Entire home/apt,6,2 baths,2.0,3.0,"[""Microwave"", ""Wifi"", ""Essentials"", ""Extra pillows and blankets"", ""Indoor fireplace"", ""Hangers"", ""Refrigerator"", ""Baking sheet"", ""Private entrance"", ""Patio or balcony"", ""Lockbox"", ""Heating"", ""Stove"", ""Fire extinguisher"", ""Free street parking"", ""Cooking basics"", ""Carbon monoxide alarm"", ""TV with standard cable"", ""Cable TV"", ""Hair dryer"", ""Bed linens"", ""Iron"", ""Dryer"", ""Hot tub"", ""Luggage dropoff allowed"", ""Pack \u2019n play/Travel crib"", ""First aid kit"", ""Kitchen"", ""Free parking on premises"", ""Hot water"", ""Shampoo"", ""Washer"", ""Dishes and silverware"", ""Dedicated workspace"", ""Oven"", ""Coffee maker"", ""Air conditioning"", ""Dishwasher"", ""Smoke alarm"", ""Backyard"", ""Long term stays allowed""]",$151.00,2,1125,District 37240,2,baths,0,0
District 37240,4.98,4.99,4.86,4.95,4.95,4.98,4.87,0.99,Entire home/apt,10,2.5 baths,3.0,4.0,"[""Microwave"", ""Wifi"", ""Essentials"", ""Extra pillows and blankets"", ""Dryer \u2013\u00a0In unit"", ""Hangers"", ""Refrigerator"", ""Patio or balcony"", ""Private entrance"", ""Heating"", ""Stove"", ""Fire extinguisher"", ""Free street parking"", ""TV"", ""Cooking basics"", ""Bathtub"", ""Long term stays allowed"", ""Hair dryer"", ""Bed linens"", ""Iron"", ""Luggage dropoff allowed"", ""BBQ grill"", ""Pack \u2019n play/Travel crib"", ""First aid kit"", ""Kitchen"", ""Free parking on premises"", ""Hot water"", ""Shampoo"", ""Children\u2019s dinnerware"", ""Dishes and silverware"", ""Oven"", ""Coffee maker"", ""Air conditioning"", ""Dishwasher"", ""High chair"", ""Washer \u2013\u00a0In unit""]",$214.00,2,1125,District 37240,2,baths,0,0
District 37240,4.93,4.98,4.95,4.99,4.95,4.94,4.86,1.0,Private room,1,1 shared bath,1.0,1.0,"[""Microwave"", ""Keypad"", ""Wifi"", ""Body soap"", ""Lock on bedroom door"", ""Essentials"", ""Refrigerator"", ""Hangers"", ""Heating"", ""Fire extinguisher"", ""Free street parking"", ""Carbon monoxide alarm"", ""Bathtub"", ""Hair dryer"", ""Iron"", ""Shared patio or balcony"", ""First aid kit"", ""Cleaning products"", ""Hot water"", ""Shampoo"", ""Ceiling fan"", ""Clothing storage: closet and dresser"", ""Air conditioning"", ""Dedicated workspace: desk"", ""Smoke alarm""]",$99.00,2,5,District 37240,1,shared,bath,1
District 37240,4.97,4.97,4.98,5.0,5.0,4.93,4.83,1.0,Private room,1,1 shared bath,1.0,1.0,"[""Microwave"", ""Keypad"", ""Wifi"", ""Body soap"", ""Lock on bedroom door"", ""Essentials"", ""Refrigerator"", ""Hangers"", ""Fire extinguisher"", ""Free street parking"", ""Carbon monoxide alarm"", ""Bathtub"", ""Hair dryer"", ""Bed linens"", ""Iron"", ""Luggage dropoff allowed"", ""Central heating"", ""Hot water"", ""Shampoo"", ""Ceiling fan"", ""Dedicated workspace"", ""Central air conditioning"", ""Toaster"", ""Clothing storage: closet and dresser"", ""Coffee maker"", ""Hot water kettle"", ""Smoke alarm""]",$98.00,2,5,District 37240,1,shared,bath,1
District 37240,5.0,4.99,4.98,4.99,5.0,4.98,4.97,1.0,Entire home/apt,12,2 baths,4.0,8.0,"[""Microwave"", ""Outlet covers"", ""Keypad"", ""Body soap"", ""Baby bath"", ""Essentials"", ""Extra pillows and blankets"", ""Refrigerator"", ""Hangers"", ""Private entrance"", ""Heating"", ""Stove"", ""Fire extinguisher"", ""Free street parking"", ""Baby safety gates"", ""Cooking basics"", ""Carbon monoxide alarm"", ""TV with standard cable"", ""Fast wifi \u2013 88 Mbps"", ""Cable TV"", ""Bathtub"", ""Crib"", ""Bed linens"", ""Hair dryer"", ""Dryer"", ""Iron"", ""Shared patio or balcony"", ""BBQ grill"", ""Children\u2019s books and toys"", ""Pack \u2019n play/Travel crib"", ""First aid kit"", ""Kitchen"", ""Free parking on premises"", ""Hot water"", ""Shampoo"", ""Washer"", ""Dishes and silverware"", ""Dedicated workspace"", ""Oven"", ""Coffee maker"", ""Air conditioning"", ""Dishwasher"", ""Smoke alarm"", ""Private garden or backyard"", ""Security cameras on property"", ""High chair"", ""Long term stays allowed""]",$294.00,2,28,District 37240,2,baths,0,0
District 37240,4.31,4.57,4.31,4.86,4.61,4.93,4.35,1.0,Entire home/apt,6,1 bath,2.0,3.0,"[""Microwave"", ""Wifi"", ""Essentials"", ""Refrigerator"", ""Hangers"", ""Private entrance"", ""Heating"", ""Stove"", ""Fire extinguisher"", ""Carbon monoxide alarm"", ""TV with standard cable"", ""Cable TV"", ""Hair dryer"", ""Bed linens"", ""Iron"", ""Dryer"", ""First aid kit"", ""Kitchen"", ""Free parking on premises"", ""Hot water"", ""Shampoo"", ""Washer"", ""Dishes and silverware"", ""Oven"", ""Coffee maker"", ""Air conditioning"", ""Dishwasher"", ""Smoke alarm"", ""Backyard"", ""Long term stays allowed"", ""Shower gel""]",$117.00,1,365,District 37240,1,bath,0,0
District 37240,5.0,5.0,5.0,4.98,4.98,4.98,4.93,1.0,Entire home/apt,7,2 baths,3.0,4.0,"[""Microwave"", ""Wifi"", ""Essentials"", ""Refrigerator"", ""Hangers"", ""Heating"", ""Stove"", ""Fire extinguisher"", ""Free street parking"", ""TV"", ""Cooking basics"", ""Carbon monoxide alarm"", ""Hair dryer"", ""Bed linens"", ""Iron"", ""Dryer"", ""Private patio or balcony"", ""Luggage dropoff allowed"", ""BBQ grill"", ""First aid kit"", ""Kitchen"", ""Free parking on premises"", ""Hot water"", ""Shampoo"", ""Outdoor furniture"", ""Washer"", ""Dishes and silverware"", ""Dedicated workspace"", ""Oven"", ""Coffee maker"", ""Air conditioning"", ""Dishwasher"", ""Smart lock"", ""Smoke alarm"", ""Backyard"", ""Security cameras on property"", ""Long term stays allowed""]",$443.00,2,1125,District 37240,2,baths,0,0
District 37240,4.99,5.0,5.0,4.97,5.0,4.97,5.0,1.0,Entire home/apt,4,1 bath,1.0,2.0,"[""Free street parking"", ""Room-darkening shades"", ""TV"", ""Wifi"", ""Coffee maker"", ""Carbon monoxide alarm"", ""Air conditioning"", ""Children\u2019s books and toys"", ""Bedroom comforts"", ""Free parking on premises"", ""Self check-in"", ""Bathroom essentials"", ""Smoke alarm"", ""Backyard"", ""Kitchenette"", ""Heating"", ""Fire extinguisher"", ""Hair dryer"", ""Iron""]",$107.00,3,28,District 37240,1,bath,0,0
District 37240,4.98,5.0,4.95,4.99,4.99,4.96,4.95,1.0,Entire home/apt,4,1 bath,2.0,2.0,"[""Microwave"", ""Keypad"", ""Wifi"", ""Essentials"", ""Extra pillows and blankets"", ""Refrigerator"", ""Hangers"", ""Private entrance"", ""Heating"", ""Stove"", ""Fire extinguisher"", ""Free street parking"", ""TV"", ""Cooking basics"", ""Hair dryer"", ""Bed linens"", ""Iron"", ""Dryer"", ""Kitchen"", ""Free parking on premises"", ""Hot water"", ""Shampoo"", ""Washer"", ""Dishes and silverware"", ""Dedicated workspace"", ""Oven"", ""Coffee maker"", ""Air conditioning"", ""Smoke alarm"", ""Long term stays allowed""]",$140.00,2,30,District 37240,1,bath,0,0
District 37240,4.67,4.73,4.61,4.82,5.0,4.94,4.58,1.0,Entire home/apt,10,3.5 baths,3.0,8.0,"[""Microwave"", ""Keypad"", ""Wifi"", ""Body soap"", ""Essentials"", ""Extra pillows and blankets"", ""Refrigerator"", ""Hangers"", ""Patio or balcony"", ""Private entrance"", ""Heating"", ""Stove"", ""Free street parking"", ""Cooking basics"", ""Carbon monoxide alarm"", ""TV with standard cable"", ""Cable TV"", ""Hair dryer"", ""Bed linens"", ""Iron"", ""Dryer"", ""Kitchen"", ""Free parking on premises"", ""Hot water"", ""Shampoo"", ""Washer"", ""Dishes and silverware"", ""Dedicated workspace"", ""Oven"", ""Coffee maker"", ""Air conditioning"", ""Dishwasher"", ""Smoke alarm"", ""Backyard"", ""Long term stays allowed""]",$370.00,2,365,District 37240,3,baths,0,0
District 37240,5.0,5.0,5.0,5.0,5.0,5.0,5.0,1.0,Entire home/apt,2,1.5 baths,2.0,2.0,"[""Microwave"", ""Keypad"", ""Wifi"", ""Freezer"", ""Outdoor dining area"", ""Essentials"", ""Extra pillows and blankets"", ""Refrigerator"", ""Hangers"", ""Baking sheet"", ""Private entrance"", ""Single level home"", ""Fire extinguisher"", ""Clothing storage: dresser and closet"", ""TV"", ""Cooking basics"", ""Carbon monoxide alarm"", ""LG gas stove with a double oven; the lower oven has the convection option.  gas stove"", ""Bathtub"", ""Free dryer \u2013 In unit"", ""Hair dryer"", ""Bed linens"", ""Iron"", ""Private patio or balcony"", ""Room-darkening shades"", ""BBQ grill"", ""First aid kit"", ""Kitchen"", ""Barbecue utensils"", ""Free parking on premises"", ""Ethernet connection"", ""Central heating"", ""Hot water"", ""Ceiling fan"", ""Dedicated workspace: table and desk"", ""Dining table"", ""Outdoor furniture"", ""Dishes and silverware"", ""Central air conditioning"", ""Oven"", ""Toaster"", ""Coffee maker"", ""Free washer \u2013 In unit"", ""Dishwasher"", ""Hot water kettle"", ""Wine glasses"", ""Fire pit"", ""Smoke alarm"", ""Private garden or backyard""]",$300.00,4,7,District 37240,1,baths,0,0
District 37206,4.97,4.97,4.98,4.99,5.0,4.88,4.95,1.0,Private room,2,1 private bath,1.0,1.0,"[""Microwave"", ""Wifi"", ""Essentials"", ""Extra pillows and blankets"", ""Refrigerator"", ""Hangers"", ""Patio or balcony"", ""Private entrance"", ""Single level home"", ""Heating"", ""Fire extinguisher"", ""TV"", ""Carbon monoxide alarm"", ""Bathtub"", ""Hair dryer"", ""Bed linens"", ""Iron"", ""Luggage dropoff allowed"", ""First aid kit"", ""Free parking on premises"", ""Hot water"", ""Shampoo"", ""Dishes and silverware"", ""Dedicated workspace"", ""Coffee maker"", ""Air conditioning"", ""Smoke alarm"", ""Long term stays allowed""]",$45.00,2,356,District 37206,1,private,bath,1
District 37206,4.85,4.92,4.87,4.96,4.91,4.89,4.83,1.0,Entire home/apt,6,1 bath,1.0,1.0,"[""Free street parking"", ""TV"", ""Wifi"", ""Coffee maker"", ""Carbon monoxide alarm"", ""Air conditioning"", ""Pack \u2019n play/Travel crib"", ""Bedroom comforts"", ""Free parking on premises"", ""Self check-in"", ""Bathroom essentials"", ""Smoke alarm"", ""Heating"", ""Full kitchen"", ""Fire extinguisher"", ""Hair dryer"", ""Iron""]",$94.00,1,30,District 37206,1,bath,0,0
